taxon,life form,habitat,habit,clonality,perennial organ,plant min. height [m],plant max. height [m],indumentum,spinescence,succulence,leaf arrangement,leaf architecture,leaf position,leaf shape,leaf apex,leaf base,leaf margin,leaf min. width [cm],leaf max. width [cm],leaf min. length [cm],leaf max. length [cm],bract colour,bracteole colour,inflorescence arrangement,inflorescence orientation,flower sex,flower architecture,flower merosity,flower symmetry,flower shape,flower colour,flower orientation,petal fusion,petal colour,petal min. width [cm],petal max. width [cm],calyx colour,calyx min. length [cm],calyx max. length [cm],corolla colour,corolla tube min. length [cm],corolla tube max. length [cm],corolla tube lipped,labellum colour,labellum min. width [cm],labellum max. width [cm],spur min. length [cm],spur max. length [cm],reproduction architecture,reproduction system,stamen number,stamen arrangement,stamenoid number,stamen min. length [cm],stamen max. length [cm],staminodium,pollen colour,carpel/ovary number,gynoecium arrangement,heterostyly,pollination,reward,fruit type,fruit structure,fruit dehiscence,fruit shape,fruit colour,seed colour,seeds per fruit min,seeds per fruit max,seeds per fruit min.,seed min. width [mm],seed max. width [mm],seed min. length [mm],seed max. length [mm],seed min. diameter [mm],seed max. diameter [mm],dispersal mode,ploidy level (2n),root min. depth [cm],root max. depth [cm],source,wfo
Silene vulgaris,perennial,,,,,,,,,,,,,"linear, ovate, elliptic",,,,,,4.5 cm,1.2 cm,,,,,,,,,,,,,white,1.4 cm,1.4 cm,"reddish, green",,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,white,,,,1.2 mm,1.5 mm,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000440200
Simethis mattiazzii,,,"erect leafy, herb",rhizomatous,,,,"pubescent, glabrous",,,,,,linear,,,,0.6 cm,0.6 cm,15 cm,50 cm,,,cyme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000739080
Sinapis alba,annual,,herb,,,0.30 m,1.00 m,"glabrous, hairy",,,pinnate,"pinnate, pinnatipartite",,,,,,,,15 cm,15 cm,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,4.0,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000432649
Sinapis arvensis,annual,,herb,,,0.30 m,1.00 m,"glabrous, hairy",,,simple,sessile,,lanceolate,,,,,,20 cm,20 cm,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,12.0,12.0,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000432651
Sison amomum,annual,,,solitary plant,,0.50 m,1.00 m,glabrous,,,"lobed, pinnate","sessile, lobed, pinnate",,"linear, ovate",,,serrate,,,10 cm,20 cm,,,,,,,,,,,,,"greenish, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000431407
Sisymbrium altissimum,annual,,herb,,,,,,,,,"pinnatipartite, pinnatisect",,hastate,,hastate,,,,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yellowish, brown",,,,,,0.8 mm,1 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000432490
Sisymbrium irio,annual,,herb,,,,,,,,lobed,lobed,,hastate,,hastate,,,,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,"yellowish, brown",,,,,,1 mm,1 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000431928
Sisymbrium loeselii,annual,,herb,,,,,,,,lobed,lobed,,hastate,,hastate,,,,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,"yellowish, brown",,,,,,0.7 mm,0.7 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000432028
Sisymbrium officinale,annual,,herb,,,,,,,,,,,"hastate, oblong",,hastate,,,,,,,,corymb,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brown, orange",,,,,,1 mm,1 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000432010
Sisymbrium orientale,annual,,herb,,,,,,,,,,,"hastate, lanceolate",acute,hastate,entire,,,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellowish-brown,,,,,,0.9 mm,0.9 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000432013
Sisyrinchium bermudiana,perennial,,,,,0.15 m,0.50 m,glabrous,,,,,,ensiform,,,,0.1 cm,0.5 cm,7 cm,15 cm,,,,,,,,actinomorphic,,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,terminal,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000787661
Sium latifolium,hydrophyte,,,,,,,glabrous,,,pinnate,pinnate,,,,,,,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000431539
Smyrnium olusatrum,"perennial, annual",,,,,0.50 m,1.50 m,glabrous,,,,sheathing,opposite,,,,,,,30 cm,30 cm,,,,,,,,,,"green, yellow",,,"green, yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,black,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000431292
Solanum dulcamara,perennial,,climber/scrambler,,,0.30 m,7.00 m,"pubescent, tomentose, glabrous",,,,,,"rounded, hastate, cordate, orbicular, ovate",acuminate,"rounded, cordate, hastate",entire,,,8 cm,8 cm,,,umbel,,,,,,,,,,,,,,,,"white, purple",,,,,,,,,,,,,,,,,,,,,,,,,,"ellipsoid, ovoid",red,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0001027661
Solanum lycopersicum,annual,,climber/scrambler,,,0.6 m,2 m,pubescent,,,pinnate,pinnate,,,obtuse,cuneate,entire,,,10 cm,40 cm,,,,,,,,,,,,,,,,,,,yellow,2 cm,2.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,straw,,,,,,2 mm,4 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0001029216
Solanum nigrum,,,,,,,,,,,,,,"rhomboid, ovate",acute,cuneate,"entire, dentate, sinuate",,,,,,,umbel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,globose,black,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0001029812
Solanum sarrachoides,,,,,,,,,,,lobed,lobed,,"rhomboid, ovate",acute,cuneate,entire,,,,,,,"umbel, cyme",,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,globose,green,,50.0,50.0,50.0,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0001031052
Solanum triflorum,annual,,,,,0.60 m,0.60 m,pubescent,,,lobed,lobed,,"rhomboid, ovate",acute,cuneate,entire,,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,globose,"green, white",,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0001031853
Soleirolia soleirolii,perennial,,"herb, scrambler",,,,,pubescent,,,,,alternate,orbicular,,,entire,,,0.2 cm,0.6 cm,,,,,unisexual,,,,,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000502122
Solidago altissima,perennial,,,rhizomatous,,0.60 m,2.50 m,"hairy, pubescent",,,,,,lanceolate,,,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000122357
Solidago canadensis,perennial,,,rhizomatous,,0.60 m,2.50 m,"hairy, pubescent",,,,,,lanceolate,,,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000060775
Solidago gigantea,perennial,,,rhizomatous,,0.60 m,2.50 m,"glabrous, pubescent",,,,,,lanceolate,,,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000130517
Solidago serotina,perennial,,,rhizomatous,,0.60 m,2.50 m,"glabrous, pubescent",,,,,,lanceolate,,,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000070616
Solidago virgaurea,perennial,,herb,,,0.05 m,1.00 m,"glabrous, pubescent",,,,,,"lanceolate, elliptic, obovate, oblong, spatulate, oblanceolate",acute,,entire,,,2 cm,10 cm,,,,,,,,,,"greenish, yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown,,,,,,3 mm,3 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000088212
Sonchus arvensis,perennial,,"herb, scrambler",,,0.60 m,1.50 m,"glabrous, ciliate, hairy, glandular",spinescent,,,"pinnatipartite, sessile, appressed",,"lanceolate, cordate, orbicular, oblong, rounded",acute,rounded,"ciliate, runcinate",,,,,,,,,,,,,ligulate,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dark-brown,,,,,,2.5 mm,3.5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000092611
Sonchus asper,,,,,,,,ciliate,spinescent,,simple,flat,,"lanceolate, ovate, obovate",,,"ciliate, flat",,,,,,,cyme,,,,,,,"purple, yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown,,,,,,2.5 mm,3.75 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000127825
Sonchus oleraceus,annual,,herb,,,0.20 m,1.50 m,glabrous,,,,pinnatipartite,,ovate,acute,,runcinate,,,,,,,,,,,,,,"purple, yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brown, yellow",,,,,,2.5 mm,3.75 mm,,,anemochory,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000069236
Sonchus palustris,perennial,,herb,,,0.90 m,3.00 m,"glabrous, ciliate, hairy, glandular",spinescent,,,"pinnatipartite, amplexicaul, sessile",,"oblong, lanceolate",acute,,ciliate,,,,,,,corymb,,,,,,ligulate,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yellowish,,,,,,3.5 mm,4 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000073538
Sorbus aucuparia,,,"tree, tree/shrub",,,15 m,20 m,,,,pinnate,pinnate,,,,,,,,10 cm,25 cm,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,"globose, ovoid","brown, scarlet, orange",,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0001016186
Sparganium angustifolium,perennial,,,,,,,glabrous,,,,,,,,,,,,,,,,,,unisexual,,,actinomorphic,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,,,,,,,,ellipsoidal,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000553786
Sparganium emersum,perennial,,,,,0.20 m,0.60 m,glabrous,,,simple,sheathing,alternate,linear,acute,,entire,,,,,,,,,unisexual,,,actinomorphic,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,,,,,,,,ellipsoidal,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000553858
Sparganium erectum,perennial,,,,,0.30 m,2.00 m,glabrous,,,simple,,alternate,linear,acute,,entire,1.0 cm,1.5 cm,,,,,,,unisexual,,,actinomorphic,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,,,,,,,,"ellipsoidal, ellipsoid",brown,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000553880
Sparganium natans,perennial,"aquatic, aquatic/hygrophilous",herb,rhizomatous,,,,,,,,flat,,,,,flat,0.2 cm,0.6 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000554024
Spergula arvensis,annual,,,,,,,"pubescent, glandular",,,,,,linear,,,,,,1 cm,3 cm,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,ovoid,,blackish,,,,1.2 mm,1.5 mm,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000439880
Spergularia bocconei,annual,,,,,,,glandular,,,,,,,,,,,,,,,,,,,,,,,,,,"whitish, rose",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown,,,,0.4 mm,0.5 mm,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000433735
Spergularia marina,"perennial, annual",,"herb, prostrate",,,,,"glabrous, hairy, glandular",,,,flat,,"orbicular, linear, rounded","acute, mucronate",rounded,flat,0.1 cm,0.2 cm,0.1 cm,0.23 cm,,,,,,,,,,,,,"pink, white, rose",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brownish,,,,1.5 mm,1.5 mm,0.8 mm,0.8 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000439925
Spergularia media,perennial,,herb,,,,,glabrous,,,,flat,,"orbicular, linear, rounded","acute, mucronate",rounded,flat,0.12 cm,0.12 cm,0.1 cm,0.25 cm,,,,,,,,,,,,,"whitish, pink",,,,,,,,,,,,,,,,gynodioecious,,,,,,,,,,,,,,,,,,yellowish-brown,,,,,,1.5 mm,1.5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000439919
Spergularia rubra,annual,,herb,,,,,,,,,,,linear,,,,,,0.4 cm,2.5 cm,,,,,,,,,,,,,rose,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,brownish,,,,0.4 mm,0.5 mm,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000436420
Spergularia rupicola,perennial,,herb,,,,,"hairy, glandular",,,,,,linear,acute,,,0.15 cm,0.2 cm,0.5 cm,1.5 cm,,,,,,,,,,,,,pink,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,black,,,,,,0.6 mm,0.6 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000436425
Spiraea alba,perennial,,shrub,,,1 m,2 m,glabrous,,,simple,,alternate,"oblong, spatulate, oblanceolate, elliptic","obtuse, acute",cuneate,serrate,,,3 cm,8 cm,,,,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000988753
Spiraea salicifolia,perennial,,shrub,,,1 m,2 m,glabrous,,,simple,,alternate,"oblong, spatulate, oblanceolate, elliptic","obtuse, acute",cuneate,serrate,,,3 cm,8 cm,,,,,,,,,,,,,,,,,,,"pink, white",,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000988774
Spiranthes romanzoffiana,,,herb,,,,,,,,,sheathing,,,acuminate,,,,,,,,,,,,,,,,"greenish, white",,,,,,,,,,,,,"green, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000313409
Spiranthes spiralis,,,herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"green, white",,,,,,,,,,,,,,,,,,,,,,obovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000313450
Spirodela polyrhiza,,"aquatic/hygrophilous, aquatic",herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000313527
Sporobolus alterniflorus,perennial,,erect leafy/tussock,,,0.40 m,1.00 m,glabrous,,flexhy,,flat,,,,,flat,0.5 cm,1.2 cm,10 cm,40 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0001341444
Sporobolus anglicus,perennial,,erect leafy/tussock,,,0.30 m,1.30 m,glabrous,,flexhy,,flat,,,,,flat,0.6 cm,1.5 cm,10 cm,45 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0001341446
Sporobolus maritimus,,,erect leafy/tussock,,,,,glabrous,,,,flat,,,,,flat,0.6 cm,0.6 cm,2 cm,18 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0001341450
Stachys alpina,perennial,,herb,,,0.40 m,1.00 m,pubescent,,,,,,"ovate, cordate",,cordate,"crenate, serrate",,,4 cm,16 cm,,,,,,,,,,,,,,,,,0.8 cm,0.8 cm,"purple, reddish",1.5 cm,2.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000313671
Stachys arvensis,annual,,herb,,,0.10 m,0.25 m,,,,,,,"ovate, cordate","truncate, obtuse","truncate, cordate",serrate,,,1.5 cm,3 cm,,,,,,,,,,,,,,,,,0.4 cm,0.6 cm,purple,0.6 cm,0.8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000313721
Stachys germanica,"annual, perennial",,herb,,,0.30 m,1.00 m,,,,,sessile,,"ovate, lanceolate, cordate",,"cuneate, cordate",crenate,,,5 cm,12 cm,,,,,,,,,,,,,,,,,0.9 cm,1.1 cm,rose-purple,1.2 cm,2.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000314021
Stachys palustris,perennial,,"scrambler, herb",,,,,"hairy, hispid",,,,sessile,,"rounded, elliptic, lanceolate, orbicular",acute,rounded,"serrate, crenate",,,,,,,,,,,,,,,,,,,,,0.8 cm,0.8 cm,"purple, pinkish",1.2 cm,1.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000314357
Stachys sylvatica,perennial,,"scrambler, herb",,,,,hispid,,,,,,"cordate, ovate",acuminate,cordate,"serrate, crenate",1.5 cm,7 cm,4 cm,9 cm,,,,,,,,,,,,,,,,,0.7 cm,0.7 cm,,1.3 cm,1.8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000314658
Stellaria aquatica,perennial,,"herb, prostrate",,,,,ciliate,,,,sessile,,"ovate, cordate",acuminate,cordate,ciliate,,,2 cm,8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown,,,,0.4 mm,0.4 mm,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-1200040725
Stellaria graminea,perennial,,"scrambler, herb",,,,,"pubescent, ciliate, glabrous",,,,sessile,,"elliptic, lanceolate",acute,,ciliate,,,1.5 cm,4 cm,,,,,"bisexual, unisexual",,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,reddish-brown,,,,1 mm,1 mm,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000436380
Stellaria holostea,perennial,,"scrambler, climber/scrambler",,,,,pubescent,,,,sessile,,lanceolate,acuminate,,,,,4 cm,8 cm,,,,,,,,,,,,,,0.8 cm,1.2 cm,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,"brown, reddish",,,,1.5 mm,2 mm,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000436323
Stellaria media,annual,,climber/scrambler,,,,,,,,,sessile,,"ovate, elliptic","acuminate, acute",,,2.5 cm,2.5 cm,0.3 cm,2.0 cm,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,ovoid,,reddish-brown,,,,0.9 mm,1.3 mm,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000436325
Stellaria neglecta,"perennial, annual",,herb,,,,,glabrous,,,,,,"ovate, elliptic, oblong","acuminate, acute",,,5 cm,5 cm,1 cm,2.5 cm,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,reddish-brown,,,,,,,,1.3 mm,1.7 mm,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000436807
Stellaria nemorum,perennial,,,stoloniferous,,,,,,,,sessile,,"ovate, cordate",acuminate,cordate,,,,2.5 cm,7.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,ovoid,,"brown, orange",,,,1 mm,1.3 mm,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000436803
Stellaria pallida,annual,,herb,,,0.007 m,0.007 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"brown, yellowish-brown",,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000436821
Stellaria palustris,perennial,,scrambler,,,,,,,,,,,,,,,,,,,green,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,ovoid,,reddish-brown,,,,1.2 mm,1.4 mm,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000436796
Stellaria uliginosa,perennial,,"scrambler, erect leafy",,,,,"ciliate, glabrous",,,,sessile,,"spatulate, elliptic, oblanceolate",acute,,ciliate,,,0.5 cm,2.0 cm,green,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,ovoid,,reddish-brown,,,,0.3 mm,0.4 mm,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000436845
Stratiotes aloides,hydrophyte,,herb,"stoloniferous, solitary plant",,,,,spinescent,,,,,,,,serrate,,,15 cm,50 cm,,,,,,,,,,,erect,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000770131
Stuckenia pectinata,perennial,"aquatic, aquatic/hygrophilous",,,,,,,,,,,,"setiform, linear","acute, mucronate",,,0.025 cm,0.5 cm,5 cm,20 cm,,,,,bisexual,,,actinomorphic,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,obovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000771224
Suaeda maritima,annual,,prostrate,,,0.07 m,0.60 m,"glabrous, pubescent",,succulent,,,,"orbicular, rounded, linear",acute,rounded,,0.1 cm,0.4 cm,0.3 cm,2.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,,,1.1 mm,2 mm,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000437616
Suaeda vera,,,shrub,,,0.40 m,1.20 m,glabrous,,,,,,"orbicular, rounded",obtuse,rounded,,0.08 cm,0.15 cm,0.5 cm,1.8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,1.7 mm,1.8 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000437571
Subularia aquatica,annual,"aquatic, aquatic/hygrophilous",herb,,,0.02 m,0.08 m,glabrous,,,,,,setiform,,,entire,,,2 cm,7 cm,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,2.0,6.0,6.0,,,0.7 mm,0.7 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000432078
Succisa pratensis,perennial,,"herb, erect leafy",,,,,"glabrous, hairy",,,,,,"obovate, elliptic, lanceolate","acute, obtuse",,entire,,,,,purple,,,,,,,,,,,,,,,"reddish, black",,,"blue, pink, white, mauve, purple",0.4 cm,0.7 cm,,,,,,,,gynodioecious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000500443
Symphoricarpos albus,perennial,,shrub,suckering,,,,"glabrous, pubescent",,,"lobed, simple",lobed,opposite,"rounded, oblong, ovate, orbicular","obtuse, apiculate","rounded, cuneate","sinuate, entire",,,2 cm,4 cm,,,,,,,,,,,,,,,,,0.05 cm,0.05 cm,"whitish, pink",0.5 cm,0.8 cm,,,,,,,,,4.0,,,,,,,,,,,,,,,"globose, ovoid",white,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000439047
Symphyotrichum laeve,perennial,terrestrial,,,,0.15 m,1.20 m,"glabrous, pubescent",,,,sessile,,"spatulate, oblong, ovate, lanceolate, linear, rounded, orbicular","acute, obtuse, attenuate","auriculate, rounded, cuneate, attenuate","serrate, entire, crenate",0.1 cm,1.4 cm,0.7 cm,4.5 cm,"purple, whitish, green",,panicle,,,,,,,,,,,,,,,,"white, purple, purplish, yellow, blue, red",0.6 cm,1.46 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000129622
Symphyotrichum novae-angliae,perennial,,herb,,,2 m,2 m,hairy,,,,,,,,,,,,,,"purple, green",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000115996
Symphyotrichum novi-belgii,perennial,terrestrial,herb,rhizomatous,,,,"scabrous, glabrous",,,,"sessile, sheathing",,"ovate, lanceolate","acute, obtuse, attenuate","cuneate, attenuate",scabrous,0.6 cm,1.1 cm,1.7 cm,6 cm,,,panicle,,,,,,,,,,,,,,,,"blue-violet, white, pink, purple, brown, yellow, reddish",0.6 cm,1.9 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000075141
Symphytum grandiflorum,perennial,,,,,,,hispid,,,,sessile,,"ovate, elliptic",,,,,,5 cm,10 cm,,,,,,,,,,,,,,,,,0.4 cm,0.5 cm,"white, pink, yellowish",1.0 cm,1.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000432199
