taxon,life form,habitat,habit,clonality,perennial organ,plant min. height [m],plant max. height [m],indumentum,spinescence,succulence,leaf arrangement,leaf architecture,leaf position,leaf shape,leaf apex,leaf base,leaf margin,leaf min. width [cm],leaf max. width [cm],leaf min. length [cm],leaf max. length [cm],bract colour,bracteole colour,inflorescence arrangement,inflorescence orientation,flower sex,flower architecture,flower merosity,flower symmetry,flower shape,flower colour,flower orientation,petal fusion,petal colour,petal min. width [cm],petal max. width [cm],calyx colour,calyx min. length [cm],calyx max. length [cm],corolla colour,corolla tube min. length [cm],corolla tube max. length [cm],corolla tube lipped,labellum colour,labellum min. width [cm],labellum max. width [cm],spur min. length [cm],spur max. length [cm],reproduction architecture,reproduction system,stamen number,stamen arrangement,stamenoid number,stamen min. length [cm],stamen max. length [cm],staminodium,pollen colour,carpel/ovary number,gynoecium arrangement,heterostyly,pollination,reward,fruit type,fruit structure,fruit dehiscence,fruit shape,fruit colour,seed colour,seeds per fruit min,seeds per fruit max,seeds per fruit min.,seed min. width [mm],seed max. width [mm],seed min. length [mm],seed max. length [mm],seed min. diameter [mm],seed max. diameter [mm],dispersal mode,ploidy level (2n),root min. depth [cm],root max. depth [cm],source,wfo
Allium oleraceum,perennial,,,,,,,glabrous,,,,flat,,,,,flat,0.2 cm,0.3 cm,15 cm,30 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000756866
Allium paradoxum,perennial,,,,,0.20 m,0.30 m,,,,,,,linear,,,,0.5 cm,2.5 cm,20 cm,20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000756957
Allium pendulinum,perennial,,erect leafy,,,,,glabrous,,,,,,linear,,,,0.3 cm,0.8 cm,12 cm,20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000756985
Allium roseum,perennial,,erect leafy,,,,,glabrous,,,,"flat, sheathing",spirally,linear,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000757166
Allium sativum,perennial,,"herb, erect leafy",,,,,,,,,flat,,"lanceolate, linear",acuminate,,flat,0.5 cm,2.5 cm,,,,,,,,,,,,"red, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000757248
Allium schoenoprasum,perennial,,"tussock, erect leafy",,,,,"pubescent, glabrous",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000757278
Allium scorodoprasum,perennial,,erect leafy,,,,,"scabrous, glabrous",,,,flat,,linear,,,flat,0.7 cm,1.5 cm,15 cm,20 cm,,,,,,,,,,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000757306
Allium sphaerocephalon,perennial,,erect leafy,,,,,glabrous,,,,,,cylindrical,,,,0.1 cm,0.2 cm,20 cm,60 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000757393
Allium subhirsutum,perennial,,herb,,,,,"hairy, glabrous",,,,flat,,,,,flat,0.2 cm,1 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000757474
Allium triquetrum,perennial,,erect leafy,,,,,glabrous,,,,,,linear,,,,,,12 cm,20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000757618
Allium unifolium,perennial,,erect leafy,solitary plant,,0.01 m,0.02 m,glabrous,,,,sheathing,,falcate,,,entire,0.4 cm,1.0 cm,18 cm,50 cm,,,,,,,,,,"white, pink",,,,,,,,,,,,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000757669
Allium ursinum,perennial,,erect leafy,solitary plant,,,,glabrous,,,,flat,,"elliptic, ovate",acute,,flat,4 cm,7.5 cm,10 cm,25 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000757676
Allium vineale,perennial,,erect leafy,,,,,glabrous,,,,,,cylindrical,,,,0.2 cm,0.2 cm,20 cm,60 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000757711
Alnus cordata,,,"tree/shrub, tussock, tree",,,,,,,,,,,"rounded, orbicular, ovate, cordate","obtuse, acuminate","rounded, cordate","crenate, dentate",,,,,,,,,unisexual,,,,,purplish,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000944528
Alnus glutinosa,,,"tree/shrub, tree",,,20 m,40 m,glabrous,,,,,,"rounded, orbicular, obovate","retuse, truncate","rounded, truncate, cuneate","serrate, dentate",,,3 cm,9 cm,,,,,unisexual,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000945215
Alnus incana,,,"tree/shrub, shrub, tree",,,20 m,25 m,pubescent,,,,,alternate,"rounded, elliptic, ovate, orbicular","acuminate, acute","rounded, cuneate",serrate,3 cm,10 cm,3 cm,10 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,4.0,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000945749
Alnus rubra,,,tree/shrub,,,,,,,,,,,"rounded, ovate, orbicular","obtuse, recurved, mucronate",rounded,"crenate, recurved, dentate",7 cm,7 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000947478
Alopecurus aequalis,"perennial, annual",,"tussock, erect leafy/tussock",,,0.10 m,0.35 m,"pubescent, scabrous, glabrous",,,,flat,,,,,flat,0.2 cm,0.5 cm,2 cm,10 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000845386
Alopecurus bulbosus,perennial,,tussock,,,0.15 m,0.50 m,"pubescent, glabrous",,,,flat,,,,,flat,0.1 cm,0.35 cm,1.5 cm,12 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000845485
Alopecurus geniculatus,perennial,,"erect leafy/tussock, scrambler",,,0.15 m,0.45 m,"scabrous, glabrous",,,,flat,,,,,flat,0.2 cm,0.7 cm,2 cm,12 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000845538
Alopecurus magellanicus,perennial,,"tussock, erect leafy/tussock, scrambler",,,0.10 m,0.45 m,"scabrous, glabrous",,,,flat,,,,,flat,0.25 cm,0.6 cm,22 cm,22 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000845609
Alopecurus myosuroides,annual,,"tussock, erect leafy/tussock",solitary plant,,0.20 m,0.80 m,"pubescent, glabrous",,,,flat,,,,,flat,0.2 cm,0.8 cm,3 cm,16 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000845620
Alopecurus pratensis,perennial,,"erect leafy/tussock, scrambler",,,0.30 m,1.20 m,"scabrous, glabrous",,,,flat,,,,,flat,0.3 cm,1.0 cm,6 cm,40 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000845656
Alpagrostis setacea,perennial,,"tussock, erect leafy/tussock",,,0.10 m,0.60 m,"pubescent, scabrous, glabrous",,,,,,setiform,,,,0.02 cm,0.03 cm,20 cm,20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-1000020945
Althaea officinalis,perennial,,herb,,,0.60 m,1.20 m,"stellate, velutinous",,flexhy,lobed,lobed,,ovate,,,,3 cm,8 cm,,,,,,,,,,,,,,,pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000529011
Alyssum alyssoides,annual,,herb,,,0.07 m,0.25 m,"stellate, pubescent, hairy",,,,,,"oblanceolate, spatulate",,,entire,,,0.6 cm,1.8 cm,,,,,,,,,,"whitish, yellow",erect,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,"brown, reddish",1.0,2.0,2.0,,,1.2 mm,1.5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000529216
Amaranthus albus,annual,,herb,,,0.10 m,1.00 m,glabrous,,,,sessile,opposite,"obovate, orbicular, rounded, linear, spatulate","acute, obtuse, mucronate","cuneate, rounded","entire, undulate",0.65 cm,1.1 cm,15 cm,15 cm,,,clustered,,unisexual,,,,,"yellowish, green, whitish",,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,"brownish, black",,,,,,1 mm,1 mm,,,,2n = 32,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000530020
Amaranthus blitoides,annual,,prostrate,,,0.0010 m,1.00 m,glabrous,,,,,,"oblong, oblanceolate, obovate, spatulate","acute, obtuse, mucronate",cuneate,entire,0.3 cm,1.0 cm,0.5 cm,2.5 cm,,,clustered,,,,,,,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,,,1.3 mm,1.6 mm,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000530076
Amaranthus blitum,annual,,herb,,,,,glabrous,,,,,alternate,"rounded, ovate, oblong, orbicular","emarginate, mucronate","cuneate, rounded","entire, undulate",0.5 cm,4 cm,1 cm,6 cm,,,"thyrse, clustered",,,,,,,greenish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brownish, black",,,,,,1.2 mm,3 mm,,,,2n = 34,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000530086
Amaranthus caudatus,annual,,herb,,,0.50 m,2.50 m,"glabrous, pubescent",,,,,,"elliptic, ovate, rhomboid","acute, attenuate, obtuse, mucronate","cuneate, attenuate",,1 cm,10 cm,2.5 cm,20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ovoid, globose",red,"yellowish, black",,,,,,0.75 mm,1.25 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000530136
Amaranthus cruentus,annual,,,,,,,"glabrous, pubescent",,,,,,"rhombic, lanceolate, ovate","emarginate, acute, obtuse, mucronate",cuneate,entire,1.5 cm,15 cm,3 cm,20 cm,,,,,unisexual,,,,,"purple, red, green",,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,"yellowish, reddish, ivory, brown, white",,,,,,,,1.2 mm,1.6 mm,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000530168
Amaranthus deflexus,"perennial, annual",,,,,0.08 m,0.80 m,pubescent,,,,,,"lanceolate, ovate, rhomboid","acute, obtuse","cuneate, truncate","entire, undulate",0.5 cm,2.5 cm,1 cm,4.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brown, black",,,,,,,,1 mm,1.2 mm,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000530173
Amaranthus graecizans,annual,,,,,0.10 m,0.90 m,"glabrescent, glabrous, pubescent",,,,,,"elliptic, lanceolate, ovate, rhombic","emarginate, acute, obtuse",cuneate,"entire, undulate",1 cm,3 cm,1.5 cm,5 cm,,,,,unisexual,,,,,,erect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,1 mm,1.6 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000530232
Amaranthus hybridus,annual,,herb,,,,,"glabrous, pubescent",,flexhy,,,,"rhombic, ovate","acute, obtuse, attenuate","cuneate, attenuate","entire, undulate",1.5 cm,12 cm,3 cm,19 cm,"greenish, reddish-tipped, yellow",,"cyme, clustered",,"unisexual, staminate",,,,,greenish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brown, reddish, black",,,,,,0.75 mm,1.25 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000530252
Amaranthus hypochondriacus,annual,,,,,0.10 m,2.50 m,"glabrous, pubescent",,,,,,"rhombic, oblong","acuminate, acute",cuneate,"entire, undulate",1.5 cm,7 cm,3 cm,12 cm,,,"cyme, clustered",,unisexual,,,,,"purple, red, yellowish, green",,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,"brown, white, black",,,,,,1 mm,1.4 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000530285
Amaranthus palmeri,annual,,,,,,,glabrous,,,,,,,,,,,,,,,,clustered,,unisexual,,,,,,,,,,,,,,,,,,,,,,,,dioecious,5.0,,,,,,,,,,,,,,,,,"brown, reddish",,,,,,,,1 mm,1.2 mm,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000530390
Amaranthus powellii,annual,,,,,,,"glabrous, hairy",,,,,,,,,,,,,,,,,,unisexual,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,black,,,,,,,,1 mm,1.4 mm,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000530428
Amaranthus retroflexus,,,herb,,,,,"glabrous, pubescent",,,,,alternate,"rounded, ovate, oblong, orbicular","emarginate, acute, obtuse, attenuate","cuneate, rounded, attenuate","entire, undulate",0.6 cm,6 cm,1 cm,15 cm,,,,,unisexual,,,,,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,terminal,,,,,,,,,black,,,,,,1 mm,1 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000530447
Amaranthus standleyanus,annual,,,,,0.70 m,0.70 m,,,,,,,,,,entire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indehiscent,,,brown,,,,,,1.2 mm,1.2 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000530499
Ambrosia artemisiifolia,annual,,herb,,,,,,,,,,,,,,,,,,,,,"clustered, capitulum",,,,,,tubular,,,,,,,,,,,,,,,,,,,,monoecious,,,,,,,,,,,,,,,,globose,,pale-brown,,,,1.9 mm,2.3 mm,1 mm,4 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000063493
Ambrosia psilostachya,perennial,,,rhizomatous,,0.10 m,1.00 m,"pubescent, hirsute",spinescent,,,sessile,"opposite, alternate",lanceolate,,,entire,5.5 cm,5.5 cm,12.5 cm,12.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brown,,,,,,2.5 mm,4 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000137200
Ambrosia trifida,annual,,,,,0.30 m,3.00 m,hairy,,,lobed,"decurrent, lobed, palmate",opposite,"lanceolate, ovate",truncate,"truncate, cuneate",entire,3.0 cm,20.0 cm,4.0 cm,25.0 cm,,,,,staminate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000114875
Amelanchier canadensis,,,,,,,,"glabrous, tomentose",,,,,,"oblong, rounded, ovate, elliptic, orbicular","acute, acuminate",rounded,serrate,,,3 cm,7 cm,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,globose,"purple, blackish",,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0001007218
Amelanchier intermedia,,,,,,,,"glabrous, tomentose",,,,,,"oblong, rounded, ovate, elliptic, orbicular","acute, acuminate",rounded,serrate,,,3 cm,7 cm,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,globose,"purple, blackish",,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000991108
Amelanchier laevis,,,,,,,,"glabrous, tomentose",,,,,,"oblong, rounded, ovate, elliptic, orbicular","acute, acuminate",rounded,serrate,,,3 cm,7 cm,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,globose,"purple, blackish",,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0001014992
Amelanchier lamarckii,,,,,,,,"glabrous, tomentose",,,,,,"oblong, rounded, ovate, elliptic, orbicular","acute, acuminate",rounded,serrate,,,3 cm,7 cm,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,globose,"purple, blackish",,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0001011843
Ammi majus,annual,,,,,0.15 m,1.50 m,"pubescent, glabrous",,,pinnate,"pinnate, pinnatipartite",,"lanceolate, ovate, linear",,cuneate,,1 cm,3 cm,5 cm,20 cm,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000531157
Amphibromus neesii,perennial,,erect leafy/tussock,,,,,"pubescent, scabrous, glabrous, hairy",,,,"flat, involute",,,,,"scabrous, flat, involute",0.2 cm,0.4 cm,15 cm,37 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000845826
Amsinckia lycopsoides,,,,,,,,,,,,sessile,,"lanceolate, oblong, linear",,cuneate,,5 cm,5 cm,,,,,,,,,,,,,erect,,,,,,0.6 cm,1.5 cm,"yellow, orange",0.5 cm,0.8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000532131
Anacamptis morio,,,herb,,,,,,,,,appressed,,"lanceolate, oblong, elliptic","recurved, acute",,recurved,0.5 cm,1.5 cm,3 cm,9 cm,,,,,,,,,,"purple, mauvish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000968477
Anacamptis pyramidalis,,,herb,,,,,,,,,,,oblong,"acuminate, acute",,,,,8 cm,15 cm,,,,,,,,,,,,,,,,,,,,,,,rose,,,1.2 cm,1.2 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000968551
Anaphalis margaritacea,perennial,,herb,rhizomatous,,,,"hairs absent, glabrous, woolly",,,,decurrent,,elliptic,acute,,"entire, revolute",1 cm,1.5 cm,6 cm,10 cm,,,,,,,,,,,,,,,,,,,yellowish,,,,,,,,,,dioecious,,,,,,,,,,,,,,,,,,,,,,,,0.5 mm,0.1 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000139178
Anchusa arvensis,"annual, perennial",,,,,0.15 m,0.50 m,hispid,,,,"sessile, amplexicaul",,"oblong, obovate, linear, lanceolate","apiculate, obtuse",,"undulate, crenate",,,15 cm,15 cm,,,,,,,,,,,,,,,,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000533553
Andromeda polifolia,,,"shrub, herb, scrambler",,,,,"glabrous, pubescent",,,,,alternate,"elliptic, linear","apiculate, acute",,"entire, revolute",0.2 cm,0.8 cm,1 cm,4 cm,,,,,,,,,,,,,,,,reddish,,,"white, pink",0.5 cm,0.8 cm,,,,,,,,,10.0,,,,,,,,,,,nectar,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000534279
Anemonoides altaica,perennial,,herb,,,,,,,,lobed,"palmate, lobed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,10.0,,,,,,,,,,,,,,,,4 mm,4.5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000535956
Anemonoides apennina,perennial,,herb,,,,,glabrous,,,,,,,acute,,,,,,,,,,,,,,,,"white, blue",,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000535960
Anemonoides blanda,perennial,,herb,,,,,,,,lobed,"palmate, lobed",,,acute,cuneate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,10.0,terminal,,,,,,,,,,,,,,,4 mm,4.5 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000535963
Angelica archangelica,perennial,,,solitary plant,,2.00 m,2.00 m,glabrous,,,pinnate,"pinnate, sheathing",,"deltoid, deltate",,,,,,30 cm,60 cm,,,,,,,,,,,,,"white, pink",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000536100
Angelica sylvestris,perennial,,,solitary plant,,0.07 m,2.50 m,glabrous,,,pinnate,"pinnate, sheathing",,"deltoid, deltate",,,,,,30 cm,60 cm,,,,,,,,,,,,,"white, pink",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000536413
Antennaria dioica,perennial,,scrambler,,,0.05 m,0.20 m,"woolly, hairs absent",,,,appressed,,"obovate, linear, lanceolate","apiculate, acute",,,,,1 cm,4 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 mm,1 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000035189
Anthemis arvensis,,,,,,,,"woolly, hairy, hairs absent",,,pinnate,pinnate,,oblong,acute,,,,,1.5 cm,5 cm,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whitish,,,,0.5 mm,0.5 mm,2 mm,3 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000010729
Anthemis cotula,annual,,herb,,,0.20 m,0.60 m,"hairy, glabrous",,,pinnate,pinnate,,linear,acute,,,,,1.5 cm,5 cm,,,,,,,,,,"green, white",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yellowish, white",,,,,,2 mm,2 mm,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000032964
Anthoxanthum aristatum,annual,,"erect leafy/tussock, tussock",solitary plant,,,,"glabrous, pubescent, hairy",,,,flat,,,,,flat,0.1 cm,0.5 cm,0.8 cm,6 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000848095
Anthoxanthum nitens,perennial,,"scrambler, erect leafy/tussock, tussock",,,0.20 m,0.50 m,"glabrous, pubescent, hairy",,,,flat,,,,,flat,1.0 cm,1.0 cm,30 cm,30 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000848173
Anthoxanthum odoratum,perennial,,"erect leafy/tussock, tussock",,,0.10 m,1.00 m,"glabrous, pubescent, hairy",,,,flat,,"orbicular, rounded",acuminate,rounded,flat,0.15 cm,0.9 cm,1 cm,30 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000848178
Anthriscus caucalis,annual,,,,,0.25 m,1.00 m,"glabrous, hairy",,,pinnate,pinnate,,,,,,,,10 cm,10 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000538624
Anthriscus sylvestris,"perennial, annual",,,,,0.60 m,1.50 m,pubescent,,,pinnate,pinnate,,,,,,,,30 cm,30 cm,,pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ovoid,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000538692
Anthyllis vulneraria,perennial,,tussock,,,,,pubescent,,,,,alternate,"ovate, elliptic","acute, obtuse",,,,,14 cm,14 cm,,,,,,,,,,"red, yellow",,fusion,,,,"red, red-tip, yellow",,,"red, orange, yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000212115
Antirrhinum majus,,,,,,,,,,,,,,lanceolate,attenuate,attenuate,entire,,,3 cm,5 cm,,,,,,,,zygomorphic,,,,,,,,,,,,3 cm,4 cm,,,,,,,,,,,,,,,,,terminal,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000539365
Apera interrupta,annual,,"erect leafy/tussock, tussock",solitary plant,,0.10 m,0.70 m,"hairy, pubescent, glabrous",,,,convolute,,,,,,0.1 cm,0.4 cm,12 cm,12 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000848265
Apera spica-venti,annual,,"erect leafy/tussock, tussock",solitary plant,,0.20 m,1.00 m,"scabrous, glabrous",,,,flat,,,,,flat,0.3 cm,1.0 cm,7 cm,25 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecoflora,http://www.worldfloraonline.org/taxon/wfo-0000848273
