taxon,life form,habitat,habit,clonality,perennial organ,plant min. height [m],plant max. height [m],indumentum,spinescence,succulence,leaf arrangement,leaf architecture,leaf position,leaf shape,leaf apex,leaf base,leaf margin,leaf min. width [cm],leaf max. width [cm],leaf min. length [cm],leaf max. length [cm],bract colour,bracteole colour,inflorescence arrangement,inflorescence orientation,flower sex,flower architecture,flower merosity,flower symmetry,flower shape,flower colour,flower orientation,petal fusion,petal colour,petal min. width [cm],petal max. width [cm],calyx colour,calyx min. length [cm],calyx max. length [cm],corolla colour,corolla tube min. length [cm],corolla tube max. length [cm],corolla tube lipped,labellum colour,labellum min. width [cm],labellum max. width [cm],spur min. length [cm],spur max. length [cm],reproduction architecture,reproduction system,stamen number,stamen arrangement,stamenoid number,stamen min. length [cm],stamen max. length [cm],staminodium,pollen colour,carpel/ovary number,gynoecium arrangement,heterostyly,pollination,reward,fruit type,fruit structure,fruit dehiscence,fruit shape,fruit colour,seed colour,seeds per fruit min,seeds per fruit max,seeds per fruit min.,seed min. width [mm],seed max. width [mm],seed min. length [mm],seed max. length [mm],seed min. diameter [mm],seed max. diameter [mm],dispersal mode,ploidy level (2n),root min. depth [cm],root max. depth [cm],source,wfo
Streptanthus batrachopus,annual,,,,,,,,,,,,,"lanceolate, obovate",,auriculate,"entire, dentate",0.1 cm,0.7 cm,0.5 cm,2.5 cm,,,,,,,,,urceolate,,,,"purplish, purple, whitish",,,,,,,,,,,,,,,gynophore,,,,,,,,,,,,,,,,,,,,,,,0.8 mm,1.2 mm,1.3 mm,2 mm,,,,2n = 28,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001216802
Streptanthus bernardinus,perennial,,,,,,,,,,,amplexicaul,rosulate,"oblanceolate, lanceolate, ovate, spatulate","acute, acuminate",,"entire, dentate",0.5 cm,2.8 cm,2 cm,10 cm,,,,,,,,,campanulate,,,,white,,,,,,,,,,,,,,,gynophore,,,tetradynamous,,,,,,,,,,,,,,,,,,,,1.4 mm,2 mm,2 mm,3 mm,,,,2n = 28,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001216803
Streptanthus brachiatus,"annual, biennials",,,,,,,,,,,amplexicaul,,"cordate, obovate, orbicular, ovate",,"cordate, auriculate","entire, dentate, serrate",0.3 cm,1.5 cm,0.7 cm,3.7 cm,,,,,,,,,urceolate,,,,"purple, whitish",,,,,,,,,,,,,,,gynophore,,,,,,,,,,,,,,,,,,,,,,,0.7 mm,0.9 mm,1.8 mm,2.5 mm,,,,2n = 28,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001216804
Streptanthus bracteatus,"annual, biennials",,,,,,,,,,lobed,"amplexicaul, lobed",rosulate,"oblanceolate, oblong, ovate, spatulate",,auriculate,"entire, dentate",1.5 cm,8.0 cm,3 cm,15 cm,,,,,,,,,campanulate,,,,purplish,,,,,,,,,,,,,,,gynophore,,,tetradynamous,,,,,,,,,,,,,,,,,,,,2 mm,3 mm,3 mm,4 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001216805
Streptanthus breweri,annual,,,,,,,,,,,amplexicaul,,"lanceolate, obovate, ovate",,,"entire, dentate",0.3 cm,4.5 cm,1.5 cm,10 cm,,,,,,,,,urceolate,,,,"purple, white",,,,,,,,,,,,,,,gynophore,,,,,,,,,,,,,,,,,,,,,,,0.7 mm,1 mm,1 mm,1.5 mm,,,,2n = 28,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001216806
Streptanthus callistus,annual,,,,,,,,,,,amplexicaul,,"orbicular, obovate, oblong, ovate",,orbicular,dentate,0.4 cm,1.3 cm,0.8 cm,1.7 cm,,,,,,,,,campanulate,,,,purple,,,,,,,,,,,,,,,gynophore,,,,,,,,,,,,,,,,,,,,,,,0.6 mm,0.8 mm,1.2 mm,1.5 mm,,,,2n = 28,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001216807
Streptanthus campestris,perennial,,,,,,,"ciliate, bristly",,,,amplexicaul,rosulate,"lanceolate, obovate, ovate",,auriculate,"entire, ciliate, dentate, undulate",0.6 cm,1.4 cm,3.5 cm,15 cm,,,,,,,,,campanulate,,,,"yellow, purple",,,,,,,,,,,,,,,gynophore,,,tetradynamous,,,,,,,,,,,,,,,,,,,,1.4 mm,2 mm,2 mm,3 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001216808
Streptanthus carinatus,"annual, biennials",,,,,,,,,,,"amplexicaul, pinnatipartite",rosulate,"oblanceolate, lanceolate, ovate, spatulate",,auriculate,"entire, dentate, runcinate",0.4 cm,5.5 cm,2.5 cm,14 cm,,,,,,,,,"urceolate, campanulate",,,,"purple, purplish, white",,,,,,,,,,,,,,,gynophore,,,,,,,,,,,,,,,,,,,,,,,,,,,3 mm,5 mm,,2n = 28,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001216412
Streptanthus cordatus,perennial,,,,,,,,,,,amplexicaul,rosulate,"oblong, ovate, spatulate, lanceolate, obovate, oblanceolate, rounded, orbicular","acuminate, acute, obtuse","rounded, auriculate","entire, dentate",0.7 cm,6.0 cm,2 cm,9 cm,,,,,,,,,campanulate,,,,"purple, purplish, brownish",,,,,,,,,,,,,,,gynophore,,,,,,,,,,,,,,,,,,,,,,,2.2 mm,5 mm,2.5 mm,5 mm,,,anemochory,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001216521
Streptanthus cutleri,annual,,,,,,,,,,,pinnatipartite,,"oblanceolate, spatulate",,auriculate,"entire, runcinate",1.0 cm,7.0 cm,4 cm,20 cm,,,,,,,,zygomorphic,,,,,"lavender, purple",,,,,,,,,,,,,,,gynophore,,,,,,,,,,,,,,,,,,,,,,,,,,,3 mm,4 mm,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001217491
Streptanthus diversifolius,annual,,,,,,,,,,,"amplexicaul, pinnatipartite, sessile, pinnatisect",rosulate,"lanceolate, cordate, fukufirn, ovate",,"cordate, auriculate",entire,0.05 cm,0.15 cm,0.4 cm,2.7 cm,,,,,,,,,urceolate,,,,"yellow, purple, whitish",,,,,,,,,,,,,,,gynophore,,,,,,,,,,,,,,,,,,,,,,,0.6 mm,1.5 mm,1 mm,2.2 mm,,,,2n = 28,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001217355
Streptanthus drepanoides,annual,,,,,,,,,,,,,"cordate, orbicular",,"cordate, orbicular, auriculate","entire, dentate",1.0 cm,7.5 cm,1.3 cm,9 cm,,,,,,,,,urceolate,,,,"purple, brownish",,,,,,,,,,,,,,,gynophore,,,,,,,,,,,,,,,,,,,,,,,0.7 mm,1 mm,1 mm,1.5 mm,,,,2n = 28,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001216415
Streptanthus farnsworthianus,annual,,,,,,,,,,,"amplexicaul, pinnatipartite, pinnatisect",,lanceolate,,,"entire, dentate",1.0 cm,4.0 cm,3 cm,16 cm,,,,,,,,,urceolate,,,,"violet, white",,,,,,,,,,,,,,,gynophore,,,,,,,,,,,,,,,,,,,,,,,1.5 mm,2 mm,2 mm,2.5 mm,,,,2n = 28,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001217470
Streptanthus fenestratus,annual,,,,,,,,,,,"amplexicaul, pinnatipartite, pinnatisect",rosulate,"lanceolate, fukufirn, ovate",,auriculate,"entire, dentate",,,1.5 cm,6 cm,,,,,,,,,"tubular, urceolate",,,,rose-purple,,,,,,,,,,,,,,,gynophore,,,,,,,,,,,,,,,,,,,,,,,0.7 mm,0.9 mm,1 mm,1.5 mm,,,,2n = 28.,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001217469
Streptanthus glandulosus,annual,,,,,,,,,,lobed,"amplexicaul, lobed",,"lanceolate, oblanceolate, spatulate",,auriculate,"entire, dentate",0.1 cm,1.1 cm,1 cm,12 cm,,,,,,,,zygomorphic,,,,,"lavender, purple, white, brown",,,,,,,,,,,,,,,gynophore,,,,,,,,,,,,,,,,,,,,,,,1 mm,1.5 mm,1.5 mm,2.1 mm,,,anemochory,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001217348
Streptanthus gracilis,annual,,,,,,,,,,lobed,"amplexicaul, lobed, sessile",rosulate,"oblanceolate, oblong, ovate, spatulate",,auriculate,"entire, dentate, sinuate",0.1 cm,0.5 cm,0.5 cm,3 cm,,,,,,,,,urceolate,,,,pinkish,,,,,,,,,,,,,,,gynophore,,,,,,,,,,,,,,,,,,,,,,,0.6 mm,0.9 mm,1 mm,1.5 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001217346
Streptanthus hesperidis,annual,,,,,,,,,,,amplexicaul,,"lanceolate, obovate, ovate",,,"entire, dentate",0.5 cm,1.5 cm,1 cm,4 cm,,,,,,,,,urceolate,,,,"purplish, whitish",,,,,,,,,,,,,,,gynophore,,,,,,,,,,,,,,,,,,,,,,,0.6 mm,0.8 mm,1.2 mm,1.5 mm,,,,2n = 28,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001217347
Streptanthus hispidus,annual,,,,,,,,,,,,rosulate,"obovate, oblong",truncate,"cuneate, truncate, auriculate",dentate,0.2 cm,2.5 cm,0.7 cm,6 cm,,,,,,,,,campanulate,,,,"purple, white",,,,,,,,,,,,,,,gynophore,,,,,,,,,,,,,,,,,,,,,,,1.2 mm,1.8 mm,1.6 mm,2 mm,,,,2n = 28,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001217353
Streptanthus howellii,perennial,,,,,,,,,,,,,"repand, oblong, spatulate, linear, obovate, oblanceolate, orbicular","obtuse, attenuate","cuneate, auriculate, attenuate","entire, repand, dentate",0.5 cm,4.5 cm,1.5 cm,10 cm,,,,,,,,,campanulate,,,,"maroon, purple",,,,,,,,,,,,,,,gynophore,,,,,,,,,,,,,,,,,,,,,,,2 mm,3 mm,3 mm,4 mm,,,,2n = 28,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001217344
Streptanthus hyacinthoides,annual,,,,,,,,,,,sessile,,"lanceolate, oblanceolate, spatulate, linear",,auriculate,entire,0.2 cm,2.0 cm,2.5 cm,16 cm,,,,,,,,zygomorphic,,,horizontal,,"purple, whitish",,,,,,,,,,,,,,,gynophore,,,,,,,,,,,,,,,,,,,,,,,1 mm,1.3 mm,1.5 mm,1.8 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001217489
Streptanthus insignis,annual,,,,,,,,,,,pinnatipartite,rosulate,"lanceolate, oblanceolate, spatulate",,,dentate,,,2 cm,8 cm,,,,,,,,,campanulate,,,,"yellowish, yellow, purplish, white",,,,,,,,,,,,,,,gynophore,,,,,,,,,,,,,,,,,,,,,,,1 mm,1.3 mm,1.4 mm,2 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001216416
Streptanthus longisiliquus,perennial,,,,,,,,,,,amplexicaul,rosulate,"oblong, ovate, spatulate, obovate, orbicular",,,entire,1.0 cm,3.5 cm,2.5 cm,10 cm,,,,,,,,,campanulate,,,,"green, yellow, purple, brownish",,,,,,,,,,,,,,,gynophore,,,,,,,,,,,,,,,,,,,,,,,1.4 mm,1.8 mm,2.2 mm,3 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001280863
Streptanthus maculatus,annual,,,,,,,,,,,amplexicaul,,"oblong, ovate, lanceolate, rounded, orbicular","acute, acuminate",rounded,entire,1.0 cm,8.0 cm,2 cm,15 cm,,,,,,,,,campanulate,,,,purple,,,,,,,,,,,,,,,gynophore,,,tetradynamous,,,,,,,,,,,,,,,,,,,,1 mm,1.3 mm,2 mm,2.5 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001217490
Streptanthus morrisonii,"annual, biennials",,,,,,,,,,,amplexicaul,rosulate,"repand, ovate, spatulate, lanceolate, obovate, oblanceolate, orbicular",,"orbicular, auriculate","entire, repand, dentate",0.2 cm,4.0 cm,0.7 cm,5 cm,,,,,,,,,urceolate,,,,"purple, white, brownish",,,,,,,,,,,,,,,gynophore,,,,,,,,,,,,,,,,,,,,,,,0.9 mm,1.3 mm,1.5 mm,2 mm,,,,2n = 28,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001217467
Streptanthus oblanceolatus,"annual, biennials",,,,,,,,,,,,rosulate,"oblanceolate, lanceolate, spatulate",,auriculate,"entire, dentate",2 cm,10 cm,3.5 cm,7 cm,,,,,,,,,,,,,yellowish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 mm,1 mm,2 mm,2 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001035378
Streptanthus oliganthus,perennial,,,,,,,,,,,,rosulate,"oblanceolate, oblong, lanceolate, spatulate","acute, obtuse",auriculate,entire,0.5 cm,2.5 cm,2.5 cm,8 cm,,,,,,,,,campanulate,,,,"maroon, purple, purplish",,,,,,,,,,,,,,,gynophore,,,,,,,,,,,,,,,,,,,,,,,1.5 mm,2 mm,2 mm,2.7 mm,,,anemochory,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001216809
Streptanthus petiolaris,annual,,,,,,,pubescent,,,,pinnatipartite,,"hastate, linear, lanceolate, spatulate, oblanceolate",,hastate,"entire, dentate",0.5 cm,7.0 cm,2 cm,14 cm,,,,,,,,,campanulate,,,,"lavender, white",,,,,,,,,,,,,,,gynophore,,,tetradynamous,,,,,,,,,,,,,,,,,,,,,,,,3.5 mm,5 mm,,2n = 28,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001243558
Streptanthus platycarpus,annual,,,,,,,,,,,"amplexicaul, pinnatipartite",,"oblanceolate, ovate, spatulate",,auriculate,"entire, dentate, sinuate",0.5 cm,6.0 cm,1.5 cm,15 cm,,,,,,,,,campanulate,,,,"lavender, purplish",,,,,,,,,,,,,,,gynophore,,,,,,,,,,,,,,,,,,,,,,,4 mm,5 mm,4.5 mm,5 mm,,,,2n = 28,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001216810
Streptanthus polygaloides,annual,,,,,,,,,,,pinnatipartite,,"fukufirn, linear",,auriculate,"entire, dentate, sinuate",0.1 cm,0.3 cm,1 cm,10 cm,,,,,,,,zygomorphic,,,,,"white, brownish",,,,,,,,,,,,,,,gynophore,,,,,,,,,,,,,,,,,,,,,,,0.9 mm,1.1 mm,1.7 mm,2 mm,,,,2n = 28,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001216811
Streptanthus squamiformis,annual,,,,,,,"pubescent, glabrous",,,,amplexicaul,,"lanceolate, oblong, ovate",,,"entire, dentate",0.5 cm,3.0 cm,1 cm,9 cm,,,,,,,,,campanulate,,,,purple,,,,,,,,,,,,,,,gynophore,,,tetradynamous,,,,,,,,,,,,,,,,,,,,1 mm,1.2 mm,2 mm,2.7 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001216812
Streptanthus tortuosus,"perennial, annual, biennials",,,,,,,,,,,amplexicaul,,"oblong, ovate, obovate, orbicular, repand",,"orbicular, auriculate","entire, repand, dentate",0.4 cm,4.5 cm,0.7 cm,9 cm,,,,,,,,,urceolate,,,,"yellowish, purple, purplish, white",,,,,,,,,,,,,,,gynophore,,,,,,,,,,,,,,,,,,,,,,,0.8 mm,1.7 mm,1.5 mm,2.5 mm,,,,2n = 28,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001216813
Streptanthus vernalis,annual,,,,,,,,,,,amplexicaul,,"obovate, orbicular, oblong, ovate",,auriculate,"entire, dentate",0.1 cm,0.7 cm,0.5 cm,1.8 cm,,,,,,,,,urceolate,,,,white,,,,,,,,,,,,,,,gynophore,,,,,,,,,,,,,,,,,,,,,,,1 mm,1.2 mm,1.6 mm,2 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001281630
Streptanthus vimineus,annual,,,,,,,,,,,,,"lanceolate, oblong, ovate, linear",,auriculate,entire,0.1 cm,0.4 cm,2 cm,12 cm,,,,,,,,,urceolate,,,,"purple, white",,,,,,,,,,,,,,,gynophore,,,,,,,,,,,,,,,,,,,,,,,0.6 mm,0.8 mm,1 mm,1.5 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001037291
Streptopus amplexifolius,,,,,,,,,,,,,,"cordate, oblong, ovate",acuminate,cordate,,2.5 cm,6 cm,5 cm,15 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08 cm,0.1 cm,,,,,,,,,,,,,,,,,,,2.5 mm,3 mm,,,,"2n = 16, 32",,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000738256
Streptopus lanceolatus,,,,,,,,glandular,,,,,,"elliptic, rounded, orbicular","acute, acuminate",rounded,,2 cm,4.5 cm,5 cm,10 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 cm,0.8 cm,,,,,,,,,,,,,,,,,,,2.5 mm,3 mm,,,,"2n = 16, 48",,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000739862
Streptopus streptopoides,,,scrambler,,,,,,,,,,,"rounded, orbicular, oblong, ovate","acute, acuminate",rounded,,1.5 cm,2 cm,3 cm,5.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15 cm,0.2 cm,,,,,,,,,,,,,,,,,,,2.5 mm,2.5 mm,,,,"2n = 16, 54",,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000738155
Strigosella africana,,,,,,,,"glabrous, pubescent, glabrescent",,,,,,"spatulate, oblanceolate, elliptic, oblong",acute,cuneate,,0.3 cm,3.5 cm,0.5 cm,10 cm,,,,,,,,,,,,,,0.1 cm,0.2 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 mm,0.6 mm,1 mm,1.2 mm,,,,"2n = 14, 28",,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000432092
Strychnos spinosa,,,"tree/shrub, tree",,trunk,,,"glabrous, hairy",,,,,,"ovate, orbicular, elliptic",acute,,,1.2 cm,7.5 cm,1.5 cm,13.5 cm,,,thyrse,,,,,,,,,,,,,,,,"white, green",0.6 cm,0.6 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,100.0,100.0,,,,,,,,2n = 44,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000502889
Stuckenia filiformis,,,,,,,,,,,,,,"fukufirn, linear",apiculate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obovoid,brown,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000771225
Stuckenia pectinata,,,,,,,,,,,,,,linear,"acute, apiculate, mucronate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oblanceoloid,"brown, yellow-brown",,,,,,,,,,,,2n = 78,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000771224
Stuckenia striata,,,,,,,,,,,,,,"orbicular, linear","cuspidate, apiculate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"oblanceoloid, obovoid","reddish, brown",,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000739450
Stuckenia vaginata,,,,,,,,,,,,,,"rounded, fukufirn, orbicular, linear",obtuse,rounded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obovoid,brown,,,,,,,,,,,,2n = 78,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000739069
Stylisma patens,,,,,,,,hairy,,,,,,"linear, lanceolate, elliptic",,,,0.2 cm,0.8 cm,2.0 cm,4.5 cm,,,,,,,,,,,,,,,,,,,white,1.4 cm,2.0 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001297284
Stylisma pickeringii,,,,,,,,"glabrous, hairy",,,,,,linear,,,,0.01 cm,0.3 cm,2.5 cm,7.0 cm,,,,,,,,,,,,,,,,,,,white,1.0 cm,1.8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001297285
Stylisma villosa,,,,,,,,hairy,,,,,,"oblong, elliptic",,,,1.0 cm,2.0 cm,3.0 cm,7.0 cm,,,,,,,,,,,,,,,,,,,white,1.5 cm,2.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001297286
Stylocline citroleum,,,,,,0.02 m,0.13 m,,,,,,,"oblanceolate, elliptic, spatulate","acute, mucronate",,,0.2 cm,0.35 cm,0.4 cm,1.2 cm,,,raceme,,,,,,,,,,,,,,,,,0.1 cm,0.16 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000002436
Stylocline gnaphaloides,,,,,,0.01 m,0.20 m,,,,,,,"oblong, elliptic, spatulate",mucronate,,,0.15 cm,0.3 cm,0.4 cm,1.3 cm,,,raceme,,,,,,,,,,,,,,,,,0.1 cm,0.18 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 28,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000039425
Stylocline intertexta,,,,,,0.02 m,0.11 m,,,,,,,"oblanceolate, elliptic, spatulate","acute, mucronate",,,0.1 cm,0.25 cm,0.4 cm,1.1 cm,,,"panicle, cyme",,,,,,,,,,,,,,,,,0.11 cm,0.23 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000133290
Stylocline masonii,,,,,,0.01 m,0.10 m,,,,,,,"elliptic, linear",mucronate,,,0.1 cm,0.1 cm,0.2 cm,0.5 cm,,,raceme,,,,,,,,,,,,,,,,,0.08 cm,0.11 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000006013
Stylocline micropoides,,,,,,0.02 m,0.20 m,,,,,,,"setiform, lanceolate","acute, mucronate",,,0.15 cm,0.25 cm,0.7 cm,1.7 cm,,,"panicle, cyme",,,,,,,,,,,,,,,,,0.12 cm,0.19 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 28,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000001395
Stylocline psilocarphoides,,,,,,0.01 m,0.18 m,,,,,,,"elliptic, spatulate","acute, mucronate",,,0.1 cm,0.2 cm,0.3 cm,1.0 cm,,,,,,,,,,,,,,,,,,,,0.11 cm,0.17 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000132224
Stylocline sonorensis,,,,,,0.02 m,0.15 m,,,,,,,"ovate, elliptic","acute, mucronate",,,0.2 cm,0.3 cm,0.3 cm,1.0 cm,,,"panicle, cyme",,,,,,,,,,,,,,,,,0.09 cm,0.14 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000138215
Stylophorum diphyllum,,,,,,,,,,,lobed,lobed,,,,,,,,,,,,,,,,,,,,,,yellow,2 cm,3 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ellipsoid,,brown,,,,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001090305
Styrax americanus,,,"tree, shrub",suckering,,5 m,5 m,hairy,,,lobed,lobed,,"ovate, obovate, elliptic",,,"denticulate, serrate",,,0.2 cm,0.6 cm,,,,,,,,,,,,,,,,,,,,1.1 cm,1.6 cm,,,,,,,,,,,,,,,,,,,,,,,dehiscent,globose,,,2.0,3.0,3.0,,,,,,,,2n = 16,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000492745
Styrax grandifolius,,,"tree, shrub",suckering,,6 m,6 m,hairy,,,lobed,lobed,,"rhombic, obovate, elliptic",,,"denticulate, serrate",,,0.4 cm,1.2 cm,,,,,,,,,,,,,,,,,,,,1.0 cm,2.1 cm,,,,,,,,,,,,,,,,,,,,,,,indehiscent,globose,yellowish,,,,,,,,,,,,2n = 32,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000492769
Styrax japonicus,,,"tree, shrub",suckering,,8 m,10 m,hairy,,,,,,"ovate, rhombic, elliptic",,,serrate,,,0.2 cm,1.0 cm,,,,,,,,,,,,,,,,,,,,0.8 cm,2.3 cm,,,,,,,,,,,,,,,,,,,,,,,dehiscent,"ovoid, ellipsoid","grayish, yellow",,2.0,3.0,3.0,,,,,,,,2n =,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0000492190
Styrax platanifolius,,,shrub,suckering,,6 m,6 m,hairy,,,lobed,lobed,,"orbicular, ovate, orbiculate",,,entire,,,0.6 cm,2.0 cm,,,,,,,,,,,,,,,,,,,,1.2 cm,2.1 cm,,,,,,,,,,,,,,,,,,,,,,,dehiscent,globose,"grayish, white",,2.0,3.0,3.0,,,,,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001141327
Styrax redivivus,,,shrub,suckering,,4 m,4 m,hairy,,,,,,"orbicular, ovate, elliptic, obovate, orbiculate",,,entire,,,0.3 cm,1.4 cm,,,,,,,,,,,,,,,,,,,,1.6 cm,2.6 cm,,,,,,,,,,,,,,,,,,,,,,,dehiscent,globose,,,2.0,3.0,3.0,,,,,,,,2n = 16,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001243745
Suaeda calceoliformis,annual,,"herb, prostrate",,,,,pubescent,,,,flat,,lanceolate,"acute, apiculate",,flat,0.02 cm,1.5 cm,0.5 cm,4.0 cm,,,,,bisexual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2n = 36,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001294594
Suaeda californica,,,shrub,,,,,"glabrous, pubescent",,,,,imbricate,"cylindrical, lanceolate",acute,,,0.1 cm,0.25 cm,0.5 cm,3.5 cm,,,,,"bisexual, pistillate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,1.5 mm,2 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001294628
Suaeda conferta,,,"tussock, shrub",,,,,pubescent,,,,,,elliptic,,,,,,,,,,,,"bisexual, pistillate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,0.8 mm,1.2 mm,,,,,,,efloras.flora_of_north_america,http://www.worldfloraonline.org/taxon/wfo-0001294631
